"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2007",2.62,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2008",2.9,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2009",2.17,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2010",2.01,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2011",1.41,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2012",1.45,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2013",1.01,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2014",1.14,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2015",0.9,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2016",1.01,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2017",2.03,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2018",1.88,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2019",2.08,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2020",1.95,
"PRK","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"COD","AIREMISSION","CO2","TONNE_CAP","A","2007",0.03,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2008",0.03,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2009",0.03,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2010",0.03,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2011",0.04,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2012",0.03,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2013",0.05,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2014",0.06,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2015",0.04,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2016",0.03,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2017",0.03,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2018",0.03,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2019",0.03,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2020",0.03,
"COD","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2007",2.03,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2008",2,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2009",1.89,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2010",1.97,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2011",1.97,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2012",2.02,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2013",1.95,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2014",1.92,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2015",2.1,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2016",2.17,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2017",2.05,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2018",2.19,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2019",2.2,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2020",1.93,
"DOM","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2007",1.82,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2008",1.82,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2009",1.98,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2010",2.1,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2011",2.1,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2012",2.15,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2013",2.27,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2014",2.34,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2015",2.29,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2016",2.16,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2017",2.05,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2018",2.13,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2019",2.06,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2020",1.73,
"ECU","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2007",1.16,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2008",1.04,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2009",1.01,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2010",0.98,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2011",1.01,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2012",1,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2013",0.96,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2014",0.99,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2015",1.05,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2016",1.07,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2017",0.94,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2018",1,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2019",1.15,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2020",0.92,
"SLV","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2007",0.17,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2008",0.14,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2009",0.14,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2010",0.15,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2011",0.17,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2012",0.17,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2013",0.15,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2014",0.15,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2015",0.15,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2016",0.15,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2017",0.15,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2018",0.17,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2019",0.17,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2020",0.17,
"ERI","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2007",1.32,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2008",1.33,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2009",1.33,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2010",1.64,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2011",1.77,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2012",1.79,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2013",1.81,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2014",1.72,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2015",1.67,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2016",1.72,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2017",1.22,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2018",1.16,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2019",1.13,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2020",1.13,
"GAB","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2007",0.85,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2008",0.75,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2009",0.81,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2010",0.73,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2011",0.73,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2012",0.75,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2013",0.79,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2014",0.83,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2015",0.97,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2016",1.02,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2017",0.95,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2018",1.03,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2019",1.08,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2020",0.93,
"GTM","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"HND","AIREMISSION","CO2","TONNE_CAP","A","2007",1.01,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2008",1,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2009",0.91,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2010",0.88,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2011",1.04,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2012",1.07,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2013",1.02,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2014",1.03,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2015",1.08,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2016",1.04,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2017",0.9,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2018",0.86,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2019",0.97,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2020",0.83,
"HND","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2007",2.25,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2008",2.56,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2009",2.65,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2010",3,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2011",3,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2012",3.21,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2013",3.33,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2014",3.06,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2015",2.81,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2016",2.9,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2017",3.16,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2018",3.31,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2019",3.52,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2020",3.03,
"IRQ","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2007",4.25,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2008",3.35,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2009",2.68,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2010",2.55,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2011",2.55,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2012",2.33,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2013",2.46,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2014",2.36,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2015",2.31,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2016",2.46,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2017",2.35,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2018",2.82,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2019",2.73,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2020",1.84,
"JAM","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2007",3.13,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2008",2.81,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2009",2.8,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2010",2.59,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2011",2.58,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2012",2.81,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2013",2.62,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2014",2.69,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2015",2.56,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2016",2.42,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2017",2.49,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2018",2.31,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2019",2.18,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2020",1.96,
"JOR","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2007",0.22,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2008",0.23,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2009",0.26,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2010",0.28,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2011",0.27,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2012",0.24,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2013",0.26,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2014",0.3,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2015",0.31,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2016",0.33,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2017",0.34,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2018",0.32,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2019",0.31,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2020",0.29,
"KEN","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2007",26.35,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2008",26.96,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2009",26.21,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2010",25.78,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2011",25.24,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2012",24.58,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2013",23.78,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2014",22.18,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2015",22.47,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2016",22.17,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2017",21.61,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2018",21.71,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2019",21.6,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2020",20.96,
"KWT","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2007",1.13,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2008",1.32,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2009",1.21,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2010",1.11,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2011",1.31,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2012",1.71,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2013",1.52,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2014",1.55,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2015",1.61,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2016",1.49,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2017",1.41,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2018",1.64,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2019",1.41,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2020",1.24,
"KGZ","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2007",2.68,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2008",3.43,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2009",4.02,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2010",3.69,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2011",3.58,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2012",3.81,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2013",3.5,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2014",3.6,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2015",3.77,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2016",3.79,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2017",3.95,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2018",3.7,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2019",3.72,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2020",3.01,
"LBN","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2007",6.87,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2008",7.35,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2009",7.84,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2010",8.16,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2011",5.84,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2012",7.58,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2013",8.24,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2014",8.14,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2015",7.02,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2016",6.65,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2017",6.66,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2018",6.68,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2019",6.61,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2020",5.7,
"LBY","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2007",4.98,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2008",4.88,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2009",5.06,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2010",5.2,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2011",5.62,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2012",6.01,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2013",6.35,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2014",6.1,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2015",5.71,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2016",5.88,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2017",6.19,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2018",6.67,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2019",7.03,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2020",6.3,
"MNG","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2007",1.33,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2008",1.37,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2009",1.35,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2010",1.43,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2011",1.55,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2012",1.57,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2013",1.53,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2014",1.57,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2015",1.59,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2016",1.57,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2017",1.63,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2018",1.65,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2019",1.81,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2020",1.69,
"MAR","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2007",0.21,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2008",0.15,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2009",0.14,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2010",0.16,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2011",0.17,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2012",0.23,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2013",0.25,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2014",0.32,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2015",0.35,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2016",0.39,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2017",0.57,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2018",0.56,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2019",0.58,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2020",0.56,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2007",1.27,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2008",1.43,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2009",1.44,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2010",1.47,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2011",1.46,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2012",1.5,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2013",1.56,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2014",1.6,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2015",1.65,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2016",1.65,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2017",1.59,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2018",1.55,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2019",1.52,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2020",1.37,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2007",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2008",0.11,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2009",0.13,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2010",0.15,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2011",0.16,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2012",0.18,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2013",0.18,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2014",0.22,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2015",0.21,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2016",0.31,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2017",0.37,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2018",0.42,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2019",0.35,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2020",0.42,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2007",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2008",0.76,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2009",0.73,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2010",0.73,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2011",0.76,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2012",0.74,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2013",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2014",0.73,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2015",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2016",0.81,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2017",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2018",0.74,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2019",0.75,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2020",0.66,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"NER","AIREMISSION","CO2","TONNE_CAP","A","2007",0.06,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2008",0.06,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2009",0.07,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2010",0.08,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2011",0.08,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2012",0.11,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2013",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2014",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2015",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2016",0.1,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2017",0.08,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2018",0.08,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2019",0.09,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2020",0.09,
"NER","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2007",13.96,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2008",13.13,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2009",13.42,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2010",13.96,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2011",15.03,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2012",15.56,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2013",15.03,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2014",14.83,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2015",14.93,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2016",14.49,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2017",13.94,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2018",14.23,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2019",13.84,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2020",12.56,
"OMN","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"PAN","AIREMISSION","CO2","TONNE_CAP","A","2007",2.05,
"PAN","AIREMISSION","CO2","TONNE_CAP","A","2008",1.87,
"PAN","AIREMISSION","CO2","TONNE_CAP","A","2009",2.25,
"PAN","AIREMISSION","CO2","TONNE_CAP","A","2010",2.36,
"PAN","AIREMISSION","CO2","TONNE_CAP","A","2011",2.51,
"PAN","AIREMISSION","CO2","TONNE_CAP","A","2012",2.54,
"PAN","AIREMISSION","CO2","TONNE_CAP","A","2013",2.43,
"PAN","AIREMISSION","CO2","TONNE_CAP","A","2014",2.54,
"PAN","AIREMISSION","CO2","TONNE_CAP","A","2015",2.48,
"PAN","AIREMISSION","CO2","TONNE_CAP","A","2016",2.46,
"PAN","AIREMISSION","CO2","TONNE_CAP","A","2017",2.29,
"PAN","AIREMISSION","CO2","TONNE_CAP","A","2018",2.22,
"PAN","AIREMISSION","CO2","TONNE_CAP","A","2019",2.96,
